NO	X	Y	Year
595	48.5	-17.86	1984.903226
596	36.90651	-17.8559	1950.465054
597	48.41	-17.84	1985.405914
598	-63.18	-17.79	1939.502688
599	31.09	-17.78	1929.577957
600	45.63	-17.74	1964.895161
601	47.01	-17.74	1987.08871
602	48.48	-17.74	1963.973118
603	16.16666667	-17.65	1999
604	47.73	-17.64	1965.188172
605	16.28333333	-17.63333333	1999
606	17.3	-17.63333333	1999
607	48.21	-17.61	1962.981183
608	17.26666667	-17.6	1999
609	49.07	-17.59	1968.744624
610	48.96	-17.58	1981.069892
611	47.471	-17.561	1930.989247
612	17.08333333	-17.55	1999
613	16.96289	-17.54977	1974.752688
614	17.01666667	-17.53333333	1999
615	-63.17	-17.518	1938.223118
616	16.05	-17.51666667	1999
617	35.23333333	-17.48333333	1994
618	49.02	-17.46	1999.572581
619	35.07402	-17.44237	1905.459677
620	16.15	-17.41666667	1999
621	49	-17.41	1928.424731
622	-66.167	-17.384	1938.688172
623	-66.17	-17.38	1980.814516
624	-66.218	-17.336	1969.836022
625	14.83333333	-17.33333333	1931
626	15.85	-17.3	1931
627	48.58	-17.3	1962.962366
628	48.027	-17.273	1989.776882
629	47.245	-17.235	1958.051075
630	-69.003	-17.213	1965.064516
631	35.14277778	-17.20111111	2000
632	-70.931	-17.194	1941.252688
633	45.4	-17.18	1985.094086
634	-61.427	-17.179	1955.811828
635	-42.3	-17.17	1969.698925
636	35.21666667	-17.1	1999
637	-70.841	-17.079	1936.752688
638	-70.86182	-17.05678	1941.336022
639	-67.276	-17.031	1955.946237
640	-72.018	-17.025	1929.336022
641	11.95313	-16.97274	1935.002688
642	46.83	-16.95	1926.626344
643	35.262	-16.921	1997.002688
644	-42.059	-16.858	1969.698925
645	48.175	-16.823	1988.669355
646	47.652	-16.798	1979.884409
647	35.17	-16.73	1994.002688
648	35.16174	-16.7046	1956.532258
649	-42.35	-16.7	1969.698925
650	-44.359	-16.685	1974.669355
651	-42.22	-16.66	1984.147849
652	-41.8	-16.66	1965.002688
653	-49.49	-16.65	1975.685484
654	-41.81	-16.65	1969.728495
655	-41.8	-16.65	1965.63172
656	-72.709	-16.624	1931.002688
657	-42.185	-16.617	1961.344086
658	48.562	-16.536	1974.978495
659	-68.17	-16.52	1976.387097
660	-68.146245	-16.499009	1938.688172
661	-68.17	-16.45	1978.771505
662	-42.3	-16.45	1969.521505
663	-73.109	-16.434	1933.086022
664	44.972	-16.429	1984.962366
665	-62.855	-16.414	1965.064516
666	-66.92	-16.41	1938.120968
667	-71.523	-16.398	1926.169355
668	-71.55439	-16.38351	1933.086022
669	44.67	-16.374	1928.252688
670	-67.747	-16.371	1965.115591
671	26.9	-16.36666667	1997
672	-67.66	-16.36	1974.427419
673	-39.01	-16.35	1961.752688
674	44.889	-16.291	1987.069892
675	47.418	-16.273	1969.212366
676	-41.51	-16.27	1974.752688
677	49.46	-16.247	1970.139785
678	49.839	-16.247	1928.252688
679	34.686	-16.215	1930.983871
680	-62.182	-16.207	1937.336022
681	44.485	-16.202	1905.290323
682	46.67	-16.179	1989.532258
683	-40.696	-16.174	1969.833333
684	48.84	-16.17	1964.954301
685	33.60924	-16.14279	1950.465054
686	34.76	-16.14	1997.002688
687	35.14998	-16.0713	1950.260753
688	-41.32	-16.05	1974.752688
689	46.49	-16.05	1926.586022
690	48.56	-15.97	1975.212366
691	47.61	-15.94	1976.107527
692	48.6	-15.93	1976.107527
693	45.846	-15.919	1928.876344
694	26.88333333	-15.86666667	1997
695	48.83	-15.86	1965.002688
696	48.821	-15.843	1968.037634
697	25.85	-15.82	1996.951613
698	11.848	-15.811	1927.126344
699	-43.31	-15.807	1952.586022
700	11.85	-15.8	1922
701	34.994	-15.793	1950.096774
702	35.0354	-15.793	1939.524194
703	35.60394	-15.793	1950.260753
704	-64.47	-15.792	1981.586022
705	26.86666667	-15.78333333	1997
706	-49.335	-15.756	1965.002688
707	-49.619	-15.749	1980.672043
708	46.305	-15.723	1992.086022
709	-47.88	-15.72	1965.002688
710	46.31666667	-15.71666667	1902
711	46.33	-15.69	1926.752688
712	46.34	-15.69	1967.755376
713	-59.129	-15.648	1974.669355
714	-67.73	-15.617	1955.86828
715	-68.33	-15.6	1975.752688
716	-40.43	-15.58	1966.887097
717	47.669	-15.564	1928.252688
718	-40.905	-15.538	1966.645161
719	-73.614	-15.508	1962.709677
720	-74.625	-15.434	1935.919355
721	35.04	-15.42	1963.002688
722	-74.325	-15.325	1967.05914
723	18.02	-15.272	1926.876344
724	-41.466	-15.222	1983.819892
725	12.15222222	-15.19611111	1922
726	-55.758	-15.175	1972.919355
727	39.26857	-15.11886	1950.465054
728	-41.97	-15.08	1969.830645
729	-73.957	-15.071	1962.521505
730	40.691036	-15.066136	1950.05914
731	-41.265	-15.041	1970.645161
732	-42.313	-14.998	1965.002688
733	-41.721	-14.942	1969.672043
734	-41.975	-14.879	1973.653226
735	-40.579	-14.866	1953.752688
736	-40.834	-14.85	1955.752688
737	34.63234	-14.81936	1950.096774
738	-69.082	-14.804	1955.849462
739	14.94141	-14.79613	1933.002688
740	15.00732	-14.78551	1934.169355
741	-68.508	-14.717	1976.473118
742	-42.491	-14.669	1965.002688
743	48.99	-14.66	1976.145161
744	48.75	-14.56	1960.107527
745	48.77	-14.55	1975.688172
746	48.88	-14.54	1970.067204
747	-40.362	-14.529	1974.586022
748	44.664	-14.5251	1926.793011
749	-42.231	-14.493	1965.002688
750	14.801	-14.442	1975.129032
751	48.78	-14.44	1976.145161
752	-73.86795	-14.42005	1931.919355
753	31.8	-14.4	2001
754	-40.771	-14.357	1974.669355
